passport_number,business_category,spending_category,spending_amount,tax_included,date_time,country,stay_duration_days,income_method,income_amount,currency
USA2072573,Shop,Accommodation,7114.037066783015,Yes,2024-11-03,USA,131,Savings,1297.3977817598677,USD
P60615753,Hotel,Entertainment,6243.332471157833,No,2024-09-06,Australia,106,Savings,2289.252343586255,AUD
P80970408,Shop,Food,1273.771736588993,Yes,2025-04-14,Australia,34,Pension,1149.6276565719677,AUD
CN574054511,Shop,Accommodation,9786.229466883044,No,2024-08-28,China,157,Remote Job,2563.618483849878,AUD
CN591468286,Hotel,Food,9613.480607466374,Yes,2024-07-01,China,180,Freelance,3983.8774999071056,INR
IN7327353,Hotel,Accommodation,1700.1421590905877,No,2025-02-10,India,11,Freelance,4295.50940672618,USD
P03469874,Shop,Entertainment,4572.198734503736,Yes,2024-11-24,Japan,163,Remote Job,2300.529190965622,GBP
IN3349096,Shop,Accommodation,3712.767220711885,No,2024-06-05,India,67,Pension,3228.735003282004,GBP
UK2972761,Restaurant,Entertainment,3726.3886923121904,Yes,2024-04-07,UK,34,Freelance,2549.869200554729,USD
IN0616075,Shop,Food,1573.8904773071993,Yes,2024-07-05,India,65,Remote Job,4518.1727707957525,USD
IN6849151,Shop,Shopping,6920.455140234983,Yes,2025-02-24,India,30,Pension,2846.0558711951403,EUR
UK2500636,Shop,Food,6101.845382368602,Yes,2024-12-18,UK,21,Freelance,4020.794638823489,EUR
P53112445,Hotel,Accommodation,7860.595022909794,No,2024-08-11,Japan,151,Remote Job,3214.9984518726224,AUD
DE5215967,Hotel,Entertainment,9904.492161449934,Yes,2024-09-16,Germany,48,Remote Job,2342.675158079757,USD
P29436879,Hotel,Food,3798.636638546216,No,2024-09-28,Japan,23,Savings,4949.828243633378,EUR
P43969030,Restaurant,Food,8947.070411182913,Yes,2024-02-26,Japan,125,Savings,1928.859124125871,INR
CN264811894,Tourist Attraction,Accommodation,7052.091102521684,Yes,2024-06-07,China,129,Pension,2844.7082098635005,GBP
P17659966,Shop,Accommodation,7201.9515840862205,Yes,2025-02-09,Australia,116,Savings,4748.894462341299,EUR
UK4373422,Restaurant,Entertainment,7108.062392207877,Yes,2025-01-31,UK,55,Remote Job,1648.8343342806577,USD
P34280290,Hotel,Shopping,9707.261313925164,No,2024-09-25,Japan,149,Remote Job,2860.730920303724,USD
P68396668,Tourist Attraction,Food,4501.153066378828,No,2024-01-05,Japan,21,Savings,2387.937066944747,EUR
P31946436,Shop,Food,8144.215697110146,No,2024-03-02,Australia,85,Pension,4849.265316776589,EUR
P82077798,Restaurant,Entertainment,3632.32018656389,Yes,2024-05-24,Australia,77,Pension,4376.30090475102,CNY
CN563668871,Restaurant,Shopping,7981.525107381291,No,2025-02-27,China,84,Freelance,4082.6353794384977,USD
IN5342706,Tourist Attraction,Entertainment,4400.650019914243,Yes,2024-09-13,India,105,Remote Job,1761.513655268358,GBP
IN3161993,Shop,Entertainment,4751.293518746857,Yes,2024-11-24,India,138,Remote Job,2006.7581101533465,USD
P36106993,Restaurant,Accommodation,9694.827800248191,Yes,2024-02-24,Australia,156,Pension,3451.544034272647,AUD
UK8962462,Hotel,Accommodation,4821.543353433281,Yes,2025-01-09,UK,52,Remote Job,1645.2954365584897,USD
IN0837198,Shop,Entertainment,4541.064109454636,No,2025-04-19,India,153,Freelance,3845.183826787902,JPY
P27891695,Shop,Entertainment,876.8236178064419,No,2025-04-22,Australia,49,Remote Job,1436.039471457633,USD
CN723559687,Tourist Attraction,Food,576.8139284762641,No,2024-06-08,China,102,Freelance,2110.3827286106216,CNY
DE6074639,Shop,Accommodation,3204.784836007106,Yes,2024-02-13,Germany,60,Pension,1089.7039836736994,USD
IN9323417,Tourist Attraction,Accommodation,7563.6705711297855,Yes,2024-06-27,India,156,Remote Job,2241.4094003322343,JPY
USA0981631,Restaurant,Shopping,892.1057513847255,Yes,2024-02-25,USA,88,Freelance,2945.762503312004,AUD
USA2966496,Shop,Entertainment,4248.278127066471,No,2025-04-03,USA,136,Pension,3483.1307785242734,INR
DE0897647,Hotel,Shopping,8315.631123271916,No,2024-03-19,Germany,105,Pension,4781.562942382813,JPY
P54937591,Hotel,Entertainment,8227.193582553151,No,2024-02-08,Japan,61,Savings,2502.972257955303,GBP
P88928539,Shop,Entertainment,4546.480902567942,No,2024-10-27,Japan,110,Savings,4356.1562673896215,GBP
IN9220445,Shop,Accommodation,2384.924769852229,Yes,2025-04-24,India,49,Pension,4330.622406493458,EUR
DE6938793,Tourist Attraction,Shopping,9514.698168108302,Yes,2024-04-12,Germany,163,Freelance,2144.424939108227,JPY
P08646828,Hotel,Food,6253.807985449449,No,2024-11-07,Japan,38,Remote Job,1029.4606703824534,USD
P35363053,Shop,Entertainment,9715.890773833564,Yes,2024-03-18,Australia,6,Freelance,4150.054492248233,JPY
IN5291633,Tourist Attraction,Entertainment,2460.852777327904,No,2024-04-07,India,94,Savings,4729.137245896274,GBP
P41420209,Shop,Food,8129.791189648462,Yes,2025-04-20,Australia,24,Savings,2149.77520949832,INR
CN551653949,Tourist Attraction,Accommodation,1939.8868504056825,No,2024-11-20,China,18,Remote Job,1555.818867640288,INR
USA2815765,Restaurant,Entertainment,675.2385791738491,Yes,2024-12-07,USA,123,Freelance,1536.5064335571346,USD
USA2516146,Tourist Attraction,Food,9229.050833018262,Yes,2024-10-05,USA,126,Freelance,3989.065860098485,JPY
USA7214246,Hotel,Entertainment,4405.593006931522,Yes,2024-07-24,USA,145,Remote Job,1904.8236936274436,CNY
P17802249,Tourist Attraction,Shopping,4962.072261583635,Yes,2024-11-28,Japan,37,Remote Job,4182.760874318942,GBP
P50342342,Hotel,Entertainment,2260.6604061289936,No,2024-12-10,Australia,148,Remote Job,3715.7383683061616,GBP
P98013138,Hotel,Entertainment,2253.89397793542,Yes,2025-02-01,Australia,90,Remote Job,4646.565790165081,EUR
P43840133,Hotel,Food,5020.694402776497,No,2024-10-21,Japan,160,Savings,1905.9534015872548,GBP
IN8988058,Shop,Food,3047.166541421465,No,2024-12-02,India,63,Savings,3088.313719994138,AUD
UK3606506,Hotel,Accommodation,6994.963274945477,Yes,2025-03-29,UK,27,Remote Job,2140.8712078504905,INR
UK6830149,Tourist Attraction,Shopping,5576.847713463352,Yes,2025-02-06,UK,59,Freelance,4963.809414085973,INR
P19605825,Tourist Attraction,Shopping,4527.073252875589,Yes,2024-12-27,Australia,80,Remote Job,3156.018717536989,AUD
IN3451105,Restaurant,Food,8070.661785106022,No,2025-02-09,India,101,Freelance,2976.0927881195685,EUR
USA7513718,Restaurant,Accommodation,7367.892987325815,No,2024-09-02,USA,133,Freelance,3218.471593772555,AUD
IN1593478,Shop,Shopping,2219.855021317802,Yes,2025-01-19,India,129,Remote Job,2074.6561487269337,GBP
USA8782451,Tourist Attraction,Entertainment,584.7148703150116,Yes,2024-08-27,USA,107,Pension,1026.6996335982856,USD
USA2452761,Tourist Attraction,Food,6996.417891541134,No,2025-03-16,USA,120,Pension,2083.319582925803,INR
UK9607214,Restaurant,Accommodation,7399.118998382918,Yes,2024-03-29,UK,4,Pension,1242.0520366886628,AUD
UK8335425,Shop,Food,3693.237812016283,Yes,2024-07-04,UK,134,Pension,2963.960284611806,CNY
UK9420382,Shop,Accommodation,2376.1918127366844,No,2024-03-24,UK,128,Pension,4471.475323934477,GBP
IN4536955,Hotel,Food,2125.195208547679,No,2025-03-14,India,29,Savings,1318.6843011990338,AUD
P61893221,Hotel,Food,577.9673676743341,Yes,2024-04-11,Australia,16,Freelance,1693.69615785592,EUR
P33080998,Shop,Food,9041.115208701089,Yes,2024-09-09,Japan,56,Savings,4832.489017535978,USD
IN7857463,Hotel,Entertainment,8411.744526747647,Yes,2024-01-08,India,27,Pension,2507.7460188637847,CNY
IN4666830,Tourist Attraction,Shopping,8524.081215220845,Yes,2025-04-17,India,122,Remote Job,2453.152723615438,USD
P60243612,Restaurant,Entertainment,1637.699784592095,No,2024-09-26,Australia,100,Pension,2249.85052324396,USD
P20658341,Shop,Shopping,9615.273736075813,No,2025-01-10,Japan,165,Freelance,4924.475758063272,CNY
IN4963030,Hotel,Entertainment,6404.8097867771385,No,2024-07-10,India,49,Savings,3435.0721173531647,JPY
UK3675776,Tourist Attraction,Entertainment,797.5698386061781,No,2024-07-06,UK,160,Savings,4589.886801377191,JPY
P24544701,Hotel,Accommodation,4573.706727780565,Yes,2024-03-06,Australia,81,Remote Job,2877.711759778842,EUR
P27447621,Restaurant,Food,5885.117933859755,Yes,2024-03-04,Australia,99,Freelance,2697.2496606059367,AUD
DE7649687,Restaurant,Shopping,8591.155736270179,No,2024-12-25,Germany,85,Pension,1356.2448631321672,EUR
P76402377,Shop,Food,4714.1380043195495,No,2024-03-11,Japan,179,Pension,3461.7624932667964,INR
CN723559687,Tourist Attraction,Food,5311.388389130258,No,2024-10-13,China,102,Freelance,2110.3827286106216,CNY
CN057900375,Shop,Food,3156.249062589088,Yes,2024-01-22,China,102,Savings,4498.650338255336,INR
P46691767,Tourist Attraction,Food,8846.403611092575,Yes,2024-02-01,Japan,58,Freelance,2810.3001940777804,CNY
USA3444969,Hotel,Shopping,4680.933627397006,Yes,2024-08-06,USA,2,Remote Job,3186.1095784396966,JPY
P66852473,Shop,Shopping,2082.485839348733,Yes,2025-03-08,Australia,53,Remote Job,3377.9190722051894,GBP
IN4270050,Hotel,Food,1686.726883818707,Yes,2024-06-11,India,147,Pension,1804.6807049705496,CNY
P81612527,Restaurant,Food,2860.70798480404,Yes,2024-03-11,Japan,59,Freelance,3723.225388198977,EUR
USA5431395,Restaurant,Entertainment,7554.620335973281,No,2024-02-12,USA,160,Remote Job,3475.377863257379,CNY
CN301950158,Hotel,Shopping,6977.043919583319,Yes,2024-04-10,China,155,Savings,4552.905441157778,EUR
DE3114239,Restaurant,Food,4520.757592970319,Yes,2024-12-17,Germany,87,Freelance,4566.995226434572,USD
IN9824709,Tourist Attraction,Shopping,6150.707732122487,Yes,2024-03-02,India,85,Remote Job,4897.588670935636,EUR
P15113029,Tourist Attraction,Accommodation,605.2456057271556,Yes,2024-05-06,Japan,113,Pension,4234.126131768206,EUR
IN9835779,Shop,Food,5968.962039024064,Yes,2024-10-11,India,109,Pension,2185.159295590881,EUR
DE4232424,Restaurant,Entertainment,4687.688970226921,No,2024-09-25,Germany,89,Pension,2326.72596072699,EUR
IN7564640,Tourist Attraction,Shopping,4456.277940064617,No,2024-09-08,India,110,Pension,2584.7279296867764,JPY
USA0350152,Restaurant,Accommodation,1535.8145909843402,Yes,2024-07-17,USA,76,Remote Job,3884.4815444396377,EUR
IN9032831,Hotel,Entertainment,3955.4073349469218,No,2024-11-15,India,114,Freelance,2704.2115889011584,JPY
P14259592,Shop,Accommodation,9870.153409873164,No,2024-12-25,Japan,57,Freelance,3296.6176195966445,AUD
P29920512,Hotel,Shopping,9343.452360073585,No,2024-06-16,Japan,164,Pension,3598.959731806599,AUD
USA7497815,Hotel,Food,9271.899473101112,Yes,2024-01-29,USA,104,Remote Job,3477.264016337428,JPY
UK8409554,Tourist Attraction,Accommodation,4990.42417927935,No,2025-04-29,UK,163,Pension,4331.561980591732,EUR
P85642706,Restaurant,Shopping,643.5862635698178,No,2024-05-08,Australia,108,Freelance,4681.978156736384,JPY
CN264811894,Hotel,Shopping,7068.983884658595,No,2024-12-01,China,129,Pension,2844.7082098635005,GBP
USA3987298,Hotel,Food,2822.318804151212,Yes,2024-04-03,USA,64,Freelance,2104.2518857514037,GBP
DE6509234,Hotel,Food,3724.297497606337,No,2024-08-14,Germany,52,Pension,4683.8127995207215,JPY
UK3189765,Tourist Attraction,Food,5707.693990933424,Yes,2024-09-28,UK,174,Pension,1970.6286968578495,GBP
DE9596548,Restaurant,Shopping,6191.185054145431,No,2024-10-29,Germany,155,Pension,1391.3052910931212,EUR
P27410731,Tourist Attraction,Shopping,1653.9732608637714,Yes,2024-06-12,Australia,155,Savings,2813.199446074143,JPY
USA2815765,Tourist Attraction,Food,4820.5805733296565,Yes,2024-03-09,USA,123,Freelance,1536.5064335571346,USD
CN154527036,Shop,Shopping,783.673428109006,Yes,2024-08-27,China,101,Freelance,1539.6036165388389,CNY
P98013138,Hotel,Accommodation,4684.630046592609,Yes,2024-05-28,Australia,90,Remote Job,4646.565790165081,EUR
UK7025645,Tourist Attraction,Accommodation,9401.431035220776,Yes,2024-06-22,UK,43,Remote Job,4300.161610131045,INR
UK3260797,Hotel,Entertainment,7584.943137416916,Yes,2024-12-30,UK,125,Savings,2809.577633566175,JPY
DE1358943,Shop,Food,3785.872831042928,Yes,2024-08-17,Germany,64,Savings,3103.131809367047,CNY
P20658341,Shop,Food,3498.894720942758,Yes,2024-12-18,Japan,165,Freelance,4924.475758063272,CNY
USA6223436,Restaurant,Entertainment,6750.772929003431,No,2024-03-23,USA,24,Freelance,1818.080287167158,USD
P16567197,Shop,Entertainment,3622.501155449989,No,2024-06-30,Australia,58,Freelance,2050.279271616469,INR
USA6196531,Shop,Food,3722.152162824837,Yes,2024-12-19,USA,96,Remote Job,1567.7284913752749,GBP
USA3392699,Hotel,Entertainment,1197.4867731506522,Yes,2024-06-25,USA,37,Freelance,2579.009799596673,USD
DE1841272,Shop,Entertainment,9633.85768244474,Yes,2024-02-22,Germany,64,Pension,2798.4255459155875,CNY
CN269072116,Tourist Attraction,Shopping,5437.602524933111,No,2024-01-29,China,87,Freelance,3642.751242330044,AUD
P51026725,Shop,Entertainment,8010.52455091607,Yes,2025-04-12,Australia,15,Freelance,3509.570476931162,AUD
P69635835,Tourist Attraction,Entertainment,9134.325005215407,No,2024-06-24,Australia,41,Remote Job,1991.626735176016,INR
P79332965,Tourist Attraction,Entertainment,8359.207123893673,Yes,2024-08-28,Australia,74,Savings,4058.456186996608,USD
USA5232486,Shop,Accommodation,4621.762804366035,Yes,2024-09-22,USA,91,Savings,4610.08489987782,CNY
IN7556561,Hotel,Shopping,2511.9525594813167,Yes,2024-01-25,India,77,Freelance,3433.168727046237,INR
UK3606506,Restaurant,Shopping,6686.140118567013,Yes,2024-07-21,UK,27,Remote Job,2140.8712078504905,INR
DE2901024,Tourist Attraction,Food,8826.235857152156,No,2024-04-14,Germany,175,Freelance,1487.0076932985676,INR
USA8153090,Tourist Attraction,Food,1291.583323465028,No,2024-06-11,USA,118,Savings,1969.0217085316133,JPY
P43912301,Shop,Entertainment,5050.355702857567,Yes,2024-11-07,Japan,6,Savings,3588.428167057657,JPY
UK8247119,Hotel,Shopping,9686.639337063803,Yes,2024-04-08,UK,179,Pension,4757.741548607606,EUR
IN7857463,Tourist Attraction,Accommodation,7396.930685133367,Yes,2025-03-17,India,27,Pension,2507.7460188637847,CNY
CN837255051,Hotel,Shopping,5187.033020649334,Yes,2024-07-12,China,20,Pension,1445.713730490272,AUD
P05518578,Restaurant,Shopping,1353.82891860341,No,2024-02-29,Japan,121,Remote Job,2597.750147874105,CNY
IN2408383,Tourist Attraction,Entertainment,2778.464233195564,Yes,2024-10-14,India,2,Pension,2433.839002855653,GBP
P28958137,Hotel,Shopping,6247.444594965205,Yes,2024-02-24,Australia,126,Remote Job,1653.766999618384,AUD
CN160568860,Shop,Accommodation,1985.243041025578,No,2024-08-11,China,19,Remote Job,1134.132244921251,INR
UK5158277,Restaurant,Entertainment,6967.002039594377,Yes,2024-09-08,UK,89,Remote Job,1372.6411593347518,USD
CN147702873,Tourist Attraction,Shopping,5140.793341156494,Yes,2024-12-27,China,141,Savings,3194.787351489028,AUD
IN8419627,Restaurant,Food,8364.416820886792,No,2024-12-06,India,147,Remote Job,3186.2918711263314,GBP
P13111392,Tourist Attraction,Shopping,2402.477888055019,No,2024-11-17,Australia,157,Remote Job,4765.452557378236,USD
IN9910254,Restaurant,Food,3720.102829772823,Yes,2024-02-29,India,168,Freelance,2077.8229006128795,USD
CN521466227,Hotel,Accommodation,7986.096419347548,Yes,2024-02-04,China,162,Savings,3321.23027858204,AUD
USA0879301,Shop,Food,1061.1460307756277,Yes,2024-01-06,USA,4,Remote Job,2224.3852315986323,INR
P77422805,Shop,Accommodation,9547.471556335717,No,2025-03-20,Japan,40,Savings,4425.410320334189,AUD
CN262069630,Tourist Attraction,Accommodation,9250.897901201735,No,2025-04-11,China,63,Remote Job,2616.426257640509,GBP
CN439984289,Restaurant,Food,4160.52738597224,Yes,2025-01-09,China,82,Pension,3995.3759667479744,AUD
USA7740582,Shop,Entertainment,4057.8360670344114,No,2025-04-25,USA,18,Remote Job,4760.732085154164,INR
P36566529,Restaurant,Entertainment,7177.224706673192,Yes,2024-03-03,Japan,24,Freelance,3786.7287116405823,INR
IN0972731,Tourist Attraction,Accommodation,5070.522843079588,No,2024-12-10,India,37,Pension,3630.575161735977,INR
IN5441608,Tourist Attraction,Accommodation,1190.6147280321384,No,2024-04-05,India,94,Savings,3973.910590489576,GBP
UK0289799,Hotel,Accommodation,3019.466346508819,Yes,2024-07-11,UK,22,Freelance,4813.038416201147,AUD
P90304209,Shop,Shopping,5808.935026404541,Yes,2025-03-10,Australia,13,Freelance,1801.4058671791186,INR
P47344302,Restaurant,Shopping,4027.094263554798,Yes,2025-01-28,Japan,102,Pension,3876.499607320497,CNY
DE3987771,Shop,Accommodation,2086.582087217731,No,2024-10-09,Germany,73,Freelance,4929.113933143466,GBP
P39261596,Restaurant,Entertainment,5268.96649553102,No,2025-04-29,Japan,66,Pension,4024.5168551038055,CNY
P84225489,Hotel,Accommodation,9718.71313791942,No,2024-04-15,Japan,33,Savings,1154.3944279384557,CNY
UK8335425,Tourist Attraction,Shopping,8435.834104615507,Yes,2025-03-23,UK,134,Pension,2963.960284611806,CNY
DE2033200,Shop,Accommodation,8702.528294221442,Yes,2024-12-17,Germany,135,Savings,1771.3659085721597,USD
USA4041832,Hotel,Food,4699.877009140197,No,2024-04-14,USA,94,Savings,3060.4653980121698,CNY
USA3987298,Hotel,Shopping,3212.558299195693,Yes,2024-12-29,USA,64,Freelance,2104.2518857514037,GBP
DE4740483,Restaurant,Accommodation,1017.8556967438766,No,2025-01-22,Germany,120,Freelance,2251.06809458113,AUD
P77843167,Hotel,Entertainment,5984.015093439492,Yes,2024-07-18,Japan,71,Remote Job,1466.7523484609817,AUD
DE0661065,Tourist Attraction,Accommodation,1514.1246485036509,No,2025-04-27,Germany,140,Savings,1412.2382991900406,EUR
P85070457,Hotel,Shopping,3700.447292107709,Yes,2024-06-23,Australia,167,Pension,4649.581197663676,CNY
UK5417845,Restaurant,Accommodation,1574.9558694091472,Yes,2024-05-08,UK,97,Savings,1160.5030619129918,CNY
CN989322744,Hotel,Shopping,4339.894885532215,No,2024-04-16,China,58,Savings,4380.6462574158,USD
UK1387306,Hotel,Accommodation,3135.100058331453,No,2024-02-29,UK,138,Freelance,1532.158470332004,USD
DE3582415,Restaurant,Food,9261.094781219925,No,2024-12-08,Germany,160,Remote Job,1248.2971763552846,GBP
IN4477655,Restaurant,Shopping,759.7050603977957,No,2024-01-25,India,75,Remote Job,4529.349533452605,AUD
DE1550100,Shop,Food,9037.043134244595,No,2024-03-27,Germany,17,Savings,1790.4126969933595,JPY
UK2825565,Hotel,Shopping,1599.2673734844764,Yes,2024-05-23,UK,164,Freelance,4074.670130663137,CNY
UK4143085,Restaurant,Entertainment,6841.799596752013,Yes,2024-09-21,UK,63,Savings,2629.451270094174,EUR
P21584332,Shop,Entertainment,9115.876456516911,No,2024-06-06,Japan,69,Pension,2880.922394181402,GBP
P39578458,Tourist Attraction,Food,4734.90085583739,Yes,2024-10-29,Australia,130,Pension,4366.361211159763,CNY
UK5081598,Shop,Food,7338.030020786271,No,2024-10-09,UK,78,Remote Job,3395.6275524870293,JPY
USA2531085,Restaurant,Accommodation,1717.8321255340863,Yes,2025-02-05,USA,60,Remote Job,3086.0051260286364,JPY
USA3591145,Restaurant,Entertainment,5483.554715304988,No,2025-02-16,USA,20,Pension,3468.957269946115,GBP
DE4232424,Restaurant,Food,5796.658156103097,No,2024-11-18,Germany,89,Pension,2326.72596072699,EUR
P73177281,Shop,Food,8802.510674160214,Yes,2024-10-19,Australia,21,Savings,2057.8371369734577,USD
UK0691639,Tourist Attraction,Entertainment,7254.637678139205,Yes,2025-03-20,UK,120,Freelance,1795.982100720204,GBP
UK0434414,Hotel,Entertainment,4044.172048790239,Yes,2024-03-06,UK,75,Savings,1771.7369901531192,JPY
IN1552030,Shop,Food,7802.611901578001,Yes,2025-04-18,India,74,Pension,4929.2488024009535,GBP
USA6328590,Hotel,Accommodation,4057.058884282633,No,2024-02-11,USA,33,Remote Job,1858.2343825598252,CNY
DE8204614,Hotel,Shopping,2862.011780201482,No,2024-02-20,Germany,172,Freelance,4954.4591758727565,JPY
DE9368174,Shop,Accommodation,6034.110280670158,Yes,2024-05-07,Germany,146,Remote Job,3160.3164641217545,JPY
P50248806,Tourist Attraction,Accommodation,9359.988944617531,No,2024-10-31,Australia,25,Pension,3761.969515143217,USD
P89726755,Restaurant,Entertainment,9015.525744036837,Yes,2024-10-13,Australia,133,Pension,4701.649943424507,GBP
UK7611579,Tourist Attraction,Accommodation,8524.388547244947,No,2024-11-12,UK,100,Savings,3735.675679132103,JPY
IN2990665,Hotel,Food,5134.311044337349,No,2024-07-20,India,133,Savings,3764.460271970778,JPY
CN584164046,Shop,Shopping,1208.771383801487,No,2024-03-12,China,153,Pension,1250.2174998459782,CNY
UK1735455,Shop,Entertainment,1191.3677463885615,Yes,2024-05-29,UK,111,Freelance,1879.770816848025,GBP
DE9435305,Shop,Entertainment,7192.615983339452,No,2024-09-12,Germany,158,Savings,1307.4386951753354,USD
P15165083,Restaurant,Food,9899.43695581972,Yes,2024-12-12,Japan,104,Freelance,2534.148454325511,CNY
UK6830149,Tourist Attraction,Food,8653.899191177274,No,2024-12-11,UK,59,Freelance,4963.809414085973,INR
UK8409554,Hotel,Food,2789.682030094059,No,2024-12-08,UK,163,Pension,4331.561980591732,EUR
CN750777009,Hotel,Food,1336.1322244125247,No,2024-04-23,China,148,Remote Job,4827.13851854515,CNY
IN3577669,Shop,Shopping,3155.417568237291,No,2024-04-04,India,109,Savings,4721.100410172205,AUD
CN551653949,Shop,Entertainment,5582.47517054848,No,2025-02-07,China,18,Remote Job,1555.818867640288,INR
USA4255640,Hotel,Shopping,8073.045877578471,Yes,2024-08-21,USA,175,Pension,3468.2740227679374,AUD
IN8666229,Tourist Attraction,Food,4420.387438060645,No,2024-06-08,India,163,Remote Job,1622.9965603918708,CNY
USA7184862,Tourist Attraction,Food,3531.527835691482,No,2024-04-05,USA,34,Freelance,1675.2732049492663,JPY
UK8936314,Shop,Shopping,3928.050537992505,No,2024-06-06,UK,143,Freelance,2914.374237153565,JPY
DE9368174,Restaurant,Food,6497.317534094874,Yes,2024-10-13,Germany,146,Remote Job,3160.3164641217545,JPY
P10813646,Hotel,Shopping,4790.188610166238,Yes,2024-07-04,Australia,30,Freelance,1813.5451965170264,AUD
P86586984,Hotel,Food,4278.036543283426,Yes,2024-09-08,Australia,18,Remote Job,2239.156102896481,AUD
P39177486,Hotel,Accommodation,9105.33301397343,Yes,2024-02-04,Japan,159,Freelance,2692.633753889977,AUD
P19317874,Tourist Attraction,Entertainment,8337.343051254527,Yes,2024-08-26,Japan,94,Remote Job,4774.560082836213,JPY
DE1777111,Shop,Shopping,9204.68303460311,Yes,2024-01-03,Germany,106,Pension,3648.3719739797207,USD
DE5896618,Tourist Attraction,Accommodation,5358.761211609145,Yes,2024-08-23,Germany,123,Freelance,2438.45290011667,USD
P18645039,Hotel,Entertainment,2169.226005513948,No,2025-01-01,Japan,61,Remote Job,2862.3898844974574,EUR
DE1550100,Restaurant,Entertainment,4526.542401984716,Yes,2024-05-01,Germany,17,Savings,1790.4126969933595,JPY
P39679824,Tourist Attraction,Accommodation,6544.599547499412,Yes,2024-09-25,Japan,6,Savings,4968.702187905923,EUR
DE6504935,Shop,Entertainment,8260.79690893486,Yes,2024-05-08,Germany,118,Savings,1767.4127140742662,USD
P21369802,Shop,Accommodation,7794.284089002559,Yes,2024-08-26,Japan,112,Pension,1362.9337614104943,INR
P72698635,Shop,Food,1359.6899681875598,Yes,2024-12-27,Australia,138,Remote Job,1401.14116662857,GBP
P16567197,Hotel,Accommodation,9628.633835481196,No,2024-03-23,Australia,58,Freelance,2050.279271616469,INR
UK3550284,Restaurant,Shopping,590.3089914735431,No,2025-04-19,UK,143,Savings,2306.030442254124,EUR
IN5658216,Tourist Attraction,Accommodation,9190.154704729042,No,2024-12-01,India,18,Pension,3975.377443244709,EUR
DE9077686,Hotel,Shopping,949.2481608932512,No,2025-04-02,Germany,64,Remote Job,1047.2507576733317,USD
P66927520,Hotel,Food,5327.864580103099,No,2024-10-02,Australia,102,Freelance,4328.62808590442,AUD
CN032670734,Shop,Shopping,673.9891881628621,No,2025-03-03,China,25,Savings,4416.326903208651,EUR
USA2425060,Restaurant,Accommodation,8694.171973651695,Yes,2024-12-14,USA,48,Savings,4074.2576202665705,CNY
USA8008923,Restaurant,Accommodation,3000.578068076324,Yes,2024-08-03,USA,23,Savings,1830.91447388907,INR
CN911056238,Hotel,Accommodation,2879.432888388965,No,2024-08-16,China,102,Pension,3523.9287253823286,INR
DE5498467,Hotel,Accommodation,6878.751555392489,Yes,2025-01-27,Germany,70,Savings,4413.370628063263,JPY
UK6021662,Restaurant,Food,6059.882359587792,Yes,2024-06-13,UK,132,Pension,4816.794147355011,JPY
UK9607214,Shop,Entertainment,9242.773054039948,Yes,2025-04-12,UK,4,Pension,1242.0520366886628,AUD
P60243612,Restaurant,Food,4679.021240400694,Yes,2024-01-28,Australia,100,Pension,2249.85052324396,USD
P76145678,Hotel,Entertainment,676.7021698188864,Yes,2024-08-18,Australia,36,Pension,3126.37635191508,CNY
IN7259074,Shop,Accommodation,7010.707956878287,Yes,2024-03-03,India,111,Remote Job,3660.746906144144,CNY
P69635835,Restaurant,Food,2350.589783816911,Yes,2024-09-02,Australia,41,Remote Job,1991.626735176016,INR
DE4781572,Shop,Food,1431.6119077688006,Yes,2024-07-02,Germany,85,Savings,2883.1916476230917,EUR
CN706591735,Hotel,Entertainment,4112.13136028589,Yes,2025-03-30,China,48,Remote Job,2851.594353139932,AUD
P60243612,Shop,Entertainment,4986.429662419648,No,2025-02-17,Australia,100,Pension,2249.85052324396,USD
DE6816830,Shop,Shopping,9343.846338134384,Yes,2024-08-28,Germany,93,Savings,2571.180438447459,EUR
USA2243255,Restaurant,Shopping,5749.349315735862,Yes,2025-03-22,USA,133,Remote Job,4145.199845563988,GBP
IN8768510,Tourist Attraction,Shopping,7701.392220358573,No,2025-03-20,India,144,Freelance,2616.109862144021,CNY
CN821476723,Hotel,Shopping,1197.2963401541524,No,2024-04-08,China,158,Pension,4491.437098894623,GBP
P20658341,Restaurant,Shopping,2084.429017558049,Yes,2024-06-27,Japan,165,Freelance,4924.475758063272,CNY
USA0348486,Shop,Shopping,1729.2974762407937,No,2024-02-07,USA,60,Savings,1913.20489402406,JPY
UK3697704,Hotel,Shopping,1987.9073744529169,Yes,2024-11-27,UK,46,Pension,4929.642416355469,GBP
P98602296,Hotel,Entertainment,8981.116319591685,No,2024-01-02,Japan,132,Savings,4701.522059814225,USD
IN4596494,Hotel,Food,5255.76506257619,No,2025-02-18,India,81,Pension,2245.9918053774527,USD
P54937591,Hotel,Entertainment,3019.005243428,Yes,2024-03-17,Japan,61,Savings,2502.972257955303,GBP
DE3701703,Hotel,Food,1714.87621149689,Yes,2024-09-19,Germany,71,Remote Job,4100.442391864535,CNY
CN093730809,Shop,Shopping,754.172677021075,Yes,2024-07-26,China,143,Freelance,1171.3180509321064,JPY
DE0011710,Shop,Shopping,6647.040014133731,No,2024-02-28,Germany,171,Freelance,1123.406233351274,USD
USA1793136,Restaurant,Accommodation,8335.643058403068,No,2024-06-08,USA,147,Pension,2742.991151670731,AUD
